ACCNTNUM,RISKNUM,BLDGSCHEME,BLDGCODE,OCCSCHEME,OCCCODE,YEARBUILT,NUMSTORIES,NUMRISKS,POSTALCODE,COUNTYCODE,STATECODE,MODEL1,MODEL2,MODEL3,MODEL4,MODEL5,COV1TIV,COV2TIV,COV3TIV,COV4TIV,COV1DED,COV2DED,COV3DED,COV4DED,COV1LIM,COV2LIM,COV3LIM,COV4LIM,COMBDED,COMBLIM,SITEDED,SITELIM,SUBLIMGROUP,SUBLIMDED,SUBLIMLIM
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HR,,1,52.76714156,-0.89731847,,,,390000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HN,,1,52.76672748,-0.895328045,,,,310000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HR,,1,52.7671168,-0.897556239,,,,300000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HN,,1,52.76674656,-0.895446133,,,,30000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HR,,1,52.76710891,-0.89767501,,,,410000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HN,,1,52.76673024,-0.895624402,,,,310000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HR,,1,52.76712799,-0.897793101,,,,60000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HN,,1,52.76673079,-0.895683674,,,,130000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HS,,1,52.76713294,-0.89832655,,,,280000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HN,,1,52.76673162,-0.895772581,,,,160000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HS,,1,52.76713404,-0.898445094,,,,30000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HN,,1,52.76674144,-0.895861261,,,,230000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HS,,1,52.76712643,-0.898593501,,,,310000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HN,,1,52.76674213,-0.89593535,,,,290000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HS,,1,52.76710194,-0.898860905,,,,190000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HN,,1,52.76674282,-0.89600944,,,,410000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HS,,1,52.76708479,-0.898950267,,,,150000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HN,,1,52.76673438,-0.896068939,,,,30000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HS,,1,52.76705035,-0.899114172,,,,100000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HN,,1,52.76673438,-0.896068939,,,,400000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HS,,1,52.76703306,-0.899188715,,,,100000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HN,,1,52.76671971,-0.896425022,,,,100000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HS,,1,52.76690278,-0.899681107,,,,260000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HN,,1,52.7667381,-0.896469021,,,,40000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HS,,1,52.76688577,-0.899785286,,,,230000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HN,,1,52.76677447,-0.896512566,,,,160000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HS,,1,52.76686004,-0.899919327,,,,70000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HS,,1,52.76683376,-0.899994096,,,,260000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HN,,1,52.76678424,-0.897564637,,,,160000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HS,,1,52.76679033,-0.900158226,,,,370000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HN,,1,52.7667848,-0.897623909,,,,70000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HS,,1,52.76677291,-0.90021795,,,,100000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HN,,1,52.76678548,-0.897697998,,,,400000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HS,,1,52.76670595,-0.900753206,,,,380000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HN,,1,52.76678631,-0.897786906,,,,190000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HS,,1,52.76669778,-0.900842339,,,,450000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HN,,1,52.76678686,-0.897846178,,,,220000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HS,,1,52.76667205,-0.900976379,,,,350000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HN,,1,52.76678741,-0.897905449,,,,150000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HS,,1,52.76667301,-0.901080104,,,,260000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HN,,1,52.7667881,-0.897979539,,,,220000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HW,,1,52.76679819,-0.898097855,,,,250000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HW,,1,52.76679888,-0.898171945,,,,190000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HW,,1,52.76679058,-0.898246261,,,,160000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HW,,1,52.76677453,-0.898454165,,,,260000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,C,,,,LE13 0HW,,1,52.766704,-0.898604159,,,,190000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HW,,1,52.76668781,-0.898797245,,,,220000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HW,,1,52.76653845,-0.899171544,,,,90000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HW,,1,52.76653194,-0.899438492,,,,230000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HW,,1,52.7664881,-0.899558167,,,,320000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HW,,1,52.76647953,-0.899602847,,,,340000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HW,,1,52.76645352,-0.899707252,,,,320000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HW,,1,52.76644509,-0.899766749,,,,470000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HW,,1,52.76642807,-0.899870927,,,,130000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HW,,1,52.76641078,-0.899945469,,,,270000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HW,,1,52.76639404,-0.900079282,,,,100000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HW,,1,52.7663856,-0.90013878,,,,30000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HW,,1,52.76632406,-0.900288542,,,,300000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HW,,1,52.76628935,-0.900422808,,,,100000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HW,,1,52.76626362,-0.900556847,,,,220000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HW,,1,52.76625532,-0.900631162,,,,140000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HW,,1,52.76622986,-0.900794836,,,,70000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HW,,1,52.76621285,-0.900899012,,,,30000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HW,,1,52.76625072,-0.901105556,,,,120000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HW,,1,52.76625155,-0.901194462,,,,340000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HW,,1,52.7662442,-0.901372501,,,,340000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HW,,1,52.76622705,-0.90146186,,,,260000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HW,,1,52.76617463,-0.901626212,,,,470000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HW,,1,52.76616619,-0.901685709,,,,180000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HW,,1,52.76613463,-0.90216078,,,,140000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HW,,1,52.76611734,-0.902235321,,,,300000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HW,,1,52.7661183,-0.902339044,,,,320000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HW,,1,52.76611,-0.902413359,,,,100000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HP,,1,52.76600014,-0.903171997,,,,180000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HP,,1,52.76598354,-0.903320626,,,,260000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HP,,1,52.76597523,-0.90339494,,,,190000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HP,,1,52.76596734,-0.903513707,,,,130000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HP,,1,52.7659589,-0.903573203,,,,400000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HP,,1,52.76583448,-0.904702728,,,,290000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HP,,1,52.76581719,-0.904777267,,,,270000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HP,,1,52.76580985,-0.904955304,,,,170000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HP,,1,52.76579269,-0.90504466,,,,240000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HP,,1,52.76578521,-0.905207879,,,,130000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HP,,1,52.76577717,-0.905311828,,,,30000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HP,,1,52.7657607,-0.905475272,,,,140000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HP,,1,52.76574355,-0.905564628,,,,150000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HP,,1,52.76572694,-0.905713255,,,,180000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HP,,1,52.76571019,-0.905847064,,,,120000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HP,,1,52.76570257,-0.905995465,,,,60000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HP,,1,52.76569509,-0.906158683,,,,80000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HP,,1,52.76568705,-0.906262632,,,,30000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HP,,1,52.76567031,-0.90639644,,,,80000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HP,,1,52.76565411,-0.906589519,,,,200000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HP,,1,52.7656375,-0.906738145,,,,30000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HR,,1,52.76698027,-0.891586641,,,,170000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HR,,1,52.76698027,-0.891586641,,,,30000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,C,,,,LE13 0HP,,1,52.76581049,-0.904051204,,,,140000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HT,,1,52.76662838,-0.898205891,,,,70000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HT,,1,52.76659229,-0.89819198,,,,90000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HT,,1,52.7665562,-0.89817807,,,,240000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HT,,1,52.76652025,-0.898178977,,,,200000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HT,,1,52.76646619,-0.89816552,,,,80000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HT,,1,52.76643909,-0.898151383,,,,170000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0HT,,1,52.76639415,-0.898152517,,,,100000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0PL,,1,52.77306724,-0.890705709,,,,70000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0PL,,1,52.77313997,-0.890792802,,,,190000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0PL,,1,52.77316735,-0.890836577,,,,90000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0PL,,1,52.77323137,-0.890953538,,,,340000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0PL,,1,52.7732676,-0.890982265,,,,470000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0PL,,1,52.77338472,-0.891008936,,,,270000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0PL,,1,52.7734298,-0.891022614,,,,210000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0PL,,1,52.77346145,-0.890562277,,,,220000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0PL,,1,52.77343407,-0.890518502,,,,290000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0PL,,1,52.77330783,-0.89047724,,,,100000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0PL,,1,52.77328031,-0.890418645,,,,430000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0ED,,1,52.75723118,-0.889240929,,,,320000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0ED,,1,52.75731235,-0.889268501,,,,170000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0ED,,1,52.75738536,-0.889385189,,,,250000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0ED,,1,52.75746625,-0.889383132,,,,140000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0ED,,1,52.75754756,-0.889425519,,,,210000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0ED,,1,52.75772413,-0.889080207,,,,210000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0ED,,1,52.75775897,-0.888960774,,,,80000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0ED,,1,52.75775786,-0.888842256,,,,290000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0ED,,1,52.75778343,-0.888693422,,,,240000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0ED,,1,52.75758598,-0.888728083,,,,380000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0ED,,1,52.75751338,-0.888655839,,,,240000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0ED,,1,52.75736031,-0.888630098,,,,300000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0ED,,1,52.75744134,-0.888642855,,,,30000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0ED,,1,52.75727914,-0.888602528,,,,150000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.75744334,-0.89366618,,,,210000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.75695965,-0.89385625,,,,70000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.75746975,-0.893606238,,,,280000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.75701247,-0.893736368,,,,90000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.75752271,-0.893501169,,,,30000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.75703888,-0.893676426,,,,330000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.75755797,-0.893426184,,,,160000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.75709184,-0.893571358,,,,170000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.75761093,-0.893321114,,,,430000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.75712724,-0.893511189,,,,110000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.75763734,-0.893261172,,,,190000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.75721657,-0.893449653,,,,330000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.7576903,-0.893156101,,,,210000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.75725211,-0.893404298,,,,150000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.75776995,-0.893020718,,,,90000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.75730493,-0.893284414,,,,270000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.7578489,-0.892811259,,,,30000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.75733134,-0.893224472,,,,70000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.75787531,-0.892751316,,,,110000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.75737531,-0.89311963,,,,220000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.75795482,-0.892601116,,,,300000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.75740172,-0.893059688,,,,250000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.75799008,-0.89252613,,,,240000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.75746367,-0.89295439,,,,230000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.7580606,-0.892376157,,,,330000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.75748123,-0.89290949,,,,190000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.758096,-0.892315986,,,,140000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.75753405,-0.892789605,,,,210000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.7575606,-0.892744477,,,,240000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.75764882,-0.892564421,,,,470000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.75767523,-0.892504478,,,,330000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.75773676,-0.892354735,,,,250000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.75776303,-0.892279977,,,,30000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.75782456,-0.892130232,,,,400000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.75817965,-0.891647033,,,,200000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.75830507,-0.891599394,,,,250000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 0EJ,,1,52.7584125,-0.891552211,,,,210000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 1EN,,2,52.75892191,-0.879743573,,,,300000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 1EN,,2,52.75825016,-0.880961105,,,,110000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 1EN,,2,52.75893918,-0.879669036,,,,430000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 1EN,,2,52.75825761,-0.88079791,,,,110000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 1EN,,2,52.75899143,-0.87948987,,,,360000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 1EN,,2,52.75828317,-0.88064907,,,,470000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 1EN,,2,52.75900871,-0.879415333,,,,370000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 1EN,,2,52.75829118,-0.880545135,,,,300000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 1EN,,2,52.75905239,-0.879280843,,,,320000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 1EN,,2,52.7583256,-0.880381249,,,,90000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 1EN,,2,52.75908722,-0.879161399,,,,70000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 1EN,,2,52.75834259,-0.880277083,,,,150000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 1EN,,2,52.7591309,-0.879026908,,,,310000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 1EN,,2,52.75837687,-0.880098382,,,,320000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 1EN,,2,52.75915646,-0.878878064,,,,280000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 1EN,,2,52.75838487,-0.879994447,,,,130000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 1EN,,2,52.7591736,-0.878788711,,,,70000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 1EN,,2,52.75841943,-0.879845375,,,,130000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 1EN,,2,52.75923539,-0.878668574,,,,220000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 1EN,,2,52.75845426,-0.879725933,,,,100000,,,,,,,,,,,,,,,,,,
PiClient,1.00031E+11,,,PiWind,R,,,,LE13 1EN,,2,52.75925253,-0.878579221,,,,50000,,,,,,,,,,,,,,,,,,
