ROW_ID,ACCNTNUM,RISKNUM,BLDGSCHEME,BLDGCODE,OCCSCHEME,OCCCODE,YEARBUILT,NUMSTORIES,NUMRISKS,POSTALCODE,COUNTYCODE,STATECODE,MODEL1,MODEL2,MODEL3,MODEL4,MODEL5,COV1TIV,COV2TIV,COV3TIV,COV4TIV,COV1DED,COV2DED,COV3DED,COV4DED,COV1LIM,COV2LIM,COV3LIM,COV4LIM,COMBDED,COMBLIM,SITEDED,SITELIM,SUBLIMGROUP,SUBLIMDED,SUBLIMLIM
1685,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 0EJ,0,1,52.75725211,-0.893404298,0,0,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1686,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 0EJ,0,1,52.75776995,-0.893020718,0,0,0,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1687,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 0EJ,0,1,52.75730493,-0.893284414,0,0,0,270000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 0EJ,0,1,52.7578489,-0.892811259,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1689,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 0EJ,0,1,52.75733134,-0.893224472,0,0,0,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 0EJ,0,1,52.75787531,-0.892751316,0,0,0,110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 0EJ,0,1,52.75737531,-0.89311963,0,0,0,220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1692,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 0EJ,0,1,52.75795482,-0.892601116,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1693,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 0EJ,0,1,52.75740172,-0.893059688,0,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1694,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 0EJ,0,1,52.75799008,-0.89252613,0,0,0,240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 0EJ,0,1,52.75746367,-0.89295439,0,0,0,230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 0EJ,0,1,52.7580606,-0.892376157,0,0,0,330000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 0EJ,0,1,52.75748123,-0.89290949,0,0,0,190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1698,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 0EJ,0,1,52.758096,-0.892315986,0,0,0,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1699,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 0EJ,0,1,52.75753405,-0.892789605,0,0,0,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 0EJ,0,1,52.7575606,-0.892744477,0,0,0,240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1701,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 0EJ,0,1,52.75764882,-0.892564421,0,0,0,470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1702,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 0EJ,0,1,52.75767523,-0.892504478,0,0,0,330000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1703,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 0EJ,0,1,52.75773676,-0.892354735,0,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1704,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 0EJ,0,1,52.75776303,-0.892279977,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 0EJ,0,1,52.75782456,-0.892130232,0,0,0,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1706,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 0EJ,0,1,52.75817965,-0.891647033,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 0EJ,0,1,52.75830507,-0.891599394,0,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 0EJ,0,1,52.7584125,-0.891552211,0,0,0,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75892191,-0.879743573,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75825016,-0.880961105,0,0,0,110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1711,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75893918,-0.879669036,0,0,0,430000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75825761,-0.88079791,0,0,0,110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75899143,-0.87948987,0,0,0,360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1714,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75828317,-0.88064907,0,0,0,470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75900871,-0.879415333,0,0,0,370000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75829118,-0.880545135,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1717,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75905239,-0.879280843,0,0,0,320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.7583256,-0.880381249,0,0,0,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1719,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75908722,-0.879161399,0,0,0,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75834259,-0.880277083,0,0,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1721,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.7591309,-0.879026908,0,0,0,310000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1722,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75837687,-0.880098382,0,0,0,320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1723,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75915646,-0.878878064,0,0,0,280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75838487,-0.879994447,0,0,0,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1725,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.7591736,-0.878788711,0,0,0,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75841943,-0.879845375,0,0,0,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1727,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75923539,-0.878668574,0,0,0,220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75845426,-0.879725933,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1729,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75925253,-0.878579221,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75850651,-0.879546769,0,0,0,160000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.7592962,-0.878444729,0,0,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75854134,-0.879427327,0,0,0,160000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75931334,-0.878355376,0,0,0,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1734,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75857603,-0.879293069,0,0,0,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1735,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.7593389,-0.87820653,0,0,0,240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1736,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75876886,-0.878769466,0,0,0,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1737,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75935604,-0.878117177,0,0,0,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1738,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75885552,-0.87842641,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1739,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75939958,-0.877967869,0,0,0,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75888178,-0.878351642,0,0,0,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75943441,-0.877848423,0,0,0,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1742,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75892532,-0.878202336,0,0,0,160000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.7594691,-0.877714161,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1744,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75894246,-0.878112984,0,0,0,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1745,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75948553,-0.87755073,0,0,0,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1746,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75900425,-0.877992846,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1747,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.7595028,-0.877476192,0,0,0,220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75902153,-0.877918308,0,0,0,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1749,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75953735,-0.877327114,0,0,0,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75905608,-0.877769232,0,0,0,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1751,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75956362,-0.877252344,0,0,0,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1752,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75910032,-0.877694002,0,0,0,110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1753,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75957921,-0.877000021,0,0,0,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1754,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75913501,-0.877559741,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.7595875,-0.876925713,0,0,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75914315,-0.877470618,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1757,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75962204,-0.876776634,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1758,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75919582,-0.877335895,0,0,0,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75963904,-0.876672464,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75921309,-0.877261357,0,0,0,170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1761,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75966488,-0.876553248,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1762,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75925677,-0.877126864,0,0,0,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EW,0,2,52.759691,-0.876463662,0,0,0,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1764,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75927404,-0.877052325,0,0,0,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1765,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EW,0,2,52.75971684,-0.876344445,0,0,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1766,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.7592989,-0.876829403,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EW,0,2,52.75973398,-0.87625509,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1768,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EN,0,2,52.75930705,-0.87674028,0,0,0,230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EW,0,2,52.75975055,-0.876106473,0,0,0,110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EW,0,2,52.75946266,-0.876084245,0,0,0,240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EW,0,2,52.75976768,-0.876017118,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1772,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EW,0,2,52.75947979,-0.87599489,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1773,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EW,0,2,52.75979352,-0.8758979,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EW,0,2,52.75951448,-0.875860627,0,0,0,170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EW,0,2,52.75981066,-0.875808545,0,0,0,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EW,0,2,52.75953175,-0.875786087,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EW,0,2,52.75955759,-0.87566687,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1778,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EW,0,2,52.75987947,-0.875480754,0,0,0,320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EW,0,2,52.75957473,-0.875577516,0,0,0,220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EW,0,2,52.75989674,-0.875406214,0,0,0,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EW,0,2,52.759658,-0.874878878,0,0,0,230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EW,0,2,52.75995839,-0.875271254,0,0,0,290000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EW,0,2,52.75971965,-0.874743919,0,0,0,430000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EW,0,2,52.76006105,-0.874720302,0,0,0,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EW,0,2,52.75974577,-0.874654332,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EW,0,2,52.76006891,-0.874601546,0,0,0,290000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1787,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EW,0,2,52.75976262,-0.874535345,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EW,0,2,52.76008604,-0.87451219,0,0,0,280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1789,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EW,0,2,52.75978874,-0.874445758,0,0,0,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EW,0,2,52.76011174,-0.874378155,0,0,0,240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EW,0,2,52.75977821,-0.87428302,0,0,0,290000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EW,0,2,52.76012888,-0.874288799,0,0,0,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EP,0,2,52.7599258,-0.873730909,0,0,0,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EW,0,2,52.76017255,-0.8741543,0,0,0,280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EP,0,2,52.75994307,-0.873656368,0,0,0,220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1796,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EW,0,2,52.76025568,-0.873440835,0,0,0,430000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EP,0,2,52.75996849,-0.873492702,0,0,0,180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EP,0,2,52.76026396,-0.873366526,0,0,0,290000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EP,0,2,52.75997677,-0.873418393,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EP,0,2,52.76025286,-0.873144524,0,0,0,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EP,0,2,52.75992046,-0.873167921,0,0,0,420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EP,0,2,52.76024303,-0.873055862,0,0,0,220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EP,0,2,52.75989194,-0.873005647,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EP,0,2,52.76020567,-0.872908635,0,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EP,0,2,52.7598911,-0.872916755,0,0,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EP,0,2,52.76019584,-0.872819974,0,0,0,270000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EP,0,2,52.75986273,-0.872769296,0,0,0,170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EP,0,2,52.76016761,-0.87268733,0,0,0,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EP,0,2,52.75985304,-0.872695451,0,0,0,230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EP,0,2,52.76015778,-0.872598669,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EP,0,2,52.75983365,-0.872547761,0,0,0,280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EP,0,2,52.76014724,-0.87243593,0,0,0,240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EP,0,2,52.75982382,-0.872459101,0,0,0,320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EP,0,2,52.76009078,-0.872170643,0,0,0,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EP,0,2,52.75980444,-0.872311411,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EP,0,2,52.76009008,-0.872096566,0,0,0,340000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EP,0,2,52.75980373,-0.872237334,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818,PiClient,1.00E+11,0,0,PiWind,R,0,1,1,LE13 1EP,0,2,52.76007968,-0.871948643,0,0,0,230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
